,Surroundings,Inventory,Action,Response,Reward,Reward_Type,Score,Moves,Total_Moves
4143,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are empty-handed,you are empty-handed,go up,up a tree,1.5, new area score ---up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are empty-handed - moved around - ,34.0,47,4143
4144,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are empty-handed,you are empty-handed,go down,forest path there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung,-0.5, - moved around - ,33.5,48,4144
4145,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are empty-handed,you are empty-handed,go south,north of house,1.5, new area score ---north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed - moved around - ,35.0,49,4145
4146,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go east,behind house,-0.5, - moved around - ,34.5,50,4146
4147,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed,you are empty-handed,open window,with great effort you open the window far enough to allow entry,1.5, new area score ---behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are empty-handed - moved around - ,36.0,51,4147
4148,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are empty-handed,you are empty-handed,enter window,kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers a bottle is sitting on the table the glass bottle contains a quantity of water,11.5, game score: 10  new area score ---kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers a bottle is sitting on the table the glass bottle contains a quantity of water you are empty-handed - moved around - ,47.5,52,4148
4149,kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers a bottle is sitting on the table the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,eat bottle,taken i don't think that the glass bottle would agree with you,4.5, inventory score (you are empty-handed --- you are carrying a glass bottle the glass bottle contains a quantity of water) new area score ---kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers you are carrying a glass bottle the glass bottle contains a quantity of water - moved around - ,52.0,53,4149
4150,kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,go west,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case,1.5, new area score ---living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case you are carrying a glass bottle the glass bottle contains a quantity of water - moved around - ,53.5,54,4150
4151,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,carry water to sword,that sentence isn't one i recognize,-1.0,,52.5,55,4151
4152,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,leave bottle,dropped,4.5, inventory score (you are carrying a glass bottle the glass bottle contains a quantity of water --- you are empty-handed) new area score ---living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed - moved around - ,57.0,56,4152
4153,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,carry door to sword,that sentence isn't one i recognize,-1.0,,56.0,57,4153
4154,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,make sword,you can't do that,-1.0,,55.0,58,4154
4155,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,wear case,you can't wear the trophy case,-1.0,,54.0,59,4155
4156,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,find case,it's right here,-1.0,,53.0,60,4156
4157,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,pick door with bottle,you can't pick that,-1.0,,52.0,61,4157
4158,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,unlock sword with water,nice try,-1.0,,51.0,62,4158
4159,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,leave door,you're not carrying the wooden door,-1.0,,50.0,63,4159
4160,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,feel bottle,fiddling with the glass bottle has no effect,-1.0,,49.0,64,4160
4161,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,get rug,the rug is extremely heavy and cannot be carried,-1.0,,48.0,65,4161
4162,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,carry case to water,that sentence isn't one i recognize,-1.0,,47.0,66,4162
4163,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,unlock door with rug,it doesn't seem to work,-1.0,,46.0,67,4163
4164,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,give case to door,you don't have the trophy case,-1.0,,45.0,68,4164
4165,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,pick sword with water,nice try,-1.0,,44.0,69,4165
4166,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,unlock bottle with door,it doesn't seem to work,-1.0,,43.0,70,4166
4167,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,pick water with door,you can't pick that,-1.0,,42.0,71,4167
4168,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,pick sword with door,you can't pick that,-1.0,,41.0,72,4168
4169,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,open door,the door cannot be opened,-1.0,,40.0,73,4169
4170,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,pick door with rug,you can't pick that,-1.0,,39.0,74,4170
4171,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,carry door to case,that sentence isn't one i recognize,-1.0,,38.0,75,4171
4172,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,carry case from rug,the trophy case isn't in the carpet,-1.0,,37.0,76,4172
4173,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,give bottle to door,you don't have the glass bottle,-1.0,,36.0,77,4173
4174,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,read water with case,how does one read a quantity of water,-1.0,,35.0,78,4174
4175,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,go down,you can't go that way,-1.0,,34.0,79,4175
4176,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,feel door,fiddling with the wooden door isn't notably helpful,-1.0,,33.0,80,4176
4177,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,fill water,there is nothing to fill it with,-1.0,,32.0,81,4177
4178,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,find sword,it's right here,-1.0,,31.0,82,4178
4179,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,pick bottle with door,you can't pick that,-1.0,,30.0,83,4179
4180,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,carry water to door,that sentence isn't one i recognize,-1.0,,29.0,84,4180
4181,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,read rug with case,how does one read a carpet,-1.0,,28.0,85,4181
4182,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,unlock bottle with water,nice try,-1.0,,27.0,86,4182
4183,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,fill bottle with sword,that's easy for you to say since you don't even have the sword,-1.0,,26.0,87,4183
4184,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,read sword,how does one read a sword,-1.0,,25.0,88,4184
4185,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,play door,that's silly,-1.0,,24.0,89,4185
4186,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,find rug,it's right here,-1.0,,23.0,90,4186
4187,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,go up,you can't go that way,-1.0,,22.0,91,4187
4188,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,pick water with bottle,you can't pick that,-1.0,,21.0,92,4188
4189,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,ask door,you can't talk to the wooden door,-1.0,,20.0,93,4189
4190,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room above the trophy case hangs an elvish sword of great antiquity a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,get sword,taken,4.5, inventory score (you are empty-handed --- you are carrying a sword) new area score ---living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are carrying a sword - moved around - ,24.5,94,4190
4191,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are carrying a sword,you are carrying a sword,pick door with bottle,you can't pick that,-1.0,,23.5,95,4191
4192,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are carrying a sword,you are carrying a sword,give sword to water,nice try,-1.0,,22.5,96,4192
4193,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are carrying a sword,you are carrying a sword,carry water from bottle,you can't reach something that's inside a closed container,-1.0,,21.5,97,4193
4194,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are carrying a sword,you are carrying a sword,make case,you can't do that,-1.0,,20.5,98,4194
4195,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are carrying a sword,you are carrying a sword,get door,a valiant attempt,-1.0,,19.5,99,4195
4196,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are carrying a sword,you are carrying a sword,go down,you can't go that way,-1.0,,18.5,100,4196
4197,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are carrying a sword,you are carrying a sword,give case to door,you don't have the trophy case,-1.0,,17.5,101,4197
4198,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are carrying a sword,you are carrying a sword,make door,you can't do that,-1.0,,16.5,102,4198
4199,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room a battery-powered brass lantern is on the trophy case there is a glass bottle here the glass bottle contains a quantity of water you are carrying a sword,you are carrying a sword,get bottle,taken,4.5, inventory score (you are carrying a sword --- you are carrying a glass bottle the glass bottle contains a quantity of water a sword) new area score ---living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room a battery-powered brass lantern is on the trophy case you are carrying a glass bottle the glass bottle contains a quantity of water a sword - moved around - ,21.0,103,4199
4200,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room a battery-powered brass lantern is on the trophy case you are carrying a glass bottle the glass bottle contains a quantity of water a sword,you are carrying a glass bottle the glass bottle contains a quantity of water a sword,get water,you can't reach something that's inside a closed container,-1.0,,20.0,104,4200
4201,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room a battery-powered brass lantern is on the trophy case you are carrying a glass bottle the glass bottle contains a quantity of water a sword,you are carrying a glass bottle the glass bottle contains a quantity of water a sword,give bottle to sword,you can't give a glass bottle to a sword,-1.0,,19.0,105,4201
4202,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room a battery-powered brass lantern is on the trophy case you are carrying a glass bottle the glass bottle contains a quantity of water a sword,you are carrying a glass bottle the glass bottle contains a quantity of water a sword,fill door with water,the water leaks out of the wooden door and evaporates immediately,4.5, inventory score (you are carrying a glass bottle the glass bottle contains a quantity of water a sword --- you are carrying a glass bottle a sword) new area score ---living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room a battery-powered brass lantern is on the trophy case you are carrying a glass bottle a sword - moved around - ,23.5,106,4202
4203,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room a battery-powered brass lantern is on the trophy case you are carrying a glass bottle a sword,you are carrying a glass bottle a sword,carry door from sword,the wooden door isn't in the sword,-1.0,,22.5,107,4203
4204,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room a battery-powered brass lantern is on the trophy case you are carrying a glass bottle a sword,you are carrying a glass bottle a sword,wear case,you can't wear the trophy case,-1.0,,21.5,108,4204
4205,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room a battery-powered brass lantern is on the trophy case you are carrying a glass bottle a sword,you are carrying a glass bottle a sword,eat rug,i don't think that the carpet would agree with you,-1.0,,20.5,109,4205
4206,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room a battery-powered brass lantern is on the trophy case you are carrying a glass bottle a sword,you are carrying a glass bottle a sword,go up,you can't go that way,-1.0,,19.5,110,4206
4207,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room a battery-powered brass lantern is on the trophy case you are carrying a glass bottle a sword,you are carrying a glass bottle a sword,fill door,there is nothing to fill it with,-1.0,,18.5,111,4207
4208,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room a battery-powered brass lantern is on the trophy case you are carrying a glass bottle a sword,you are carrying a glass bottle a sword,read door with rug,how does one look through a carpet,-1.0,,17.5,112,4208
4209,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room a battery-powered brass lantern is on the trophy case you are carrying a glass bottle a sword,you are carrying a glass bottle a sword,leave rug,you're not carrying the carpet,-1.0,,16.5,113,4209
4210,living room you are in the living room there is a doorway to the east a wooden door with strange gothic lettering to the west which appears to be nailed shut a trophy case and a large oriental rug in the center of the room a battery-powered brass lantern is on the trophy case you are carrying a glass bottle a sword,you are carrying a glass bottle a sword,go east,kitchen on the table is an elongated brown sack smelling of hot peppers,1.5, new area score ---kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers you are carrying a glass bottle a sword - moved around - ,18.0,114,4210
4211,kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers you are carrying a glass bottle a sword,you are carrying a glass bottle a sword,carry sword to food,that sentence isn't one i recognize,-1.0,,17.0,115,4211
4212,kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers you are carrying a glass bottle a sword,you are carrying a glass bottle a sword,break food,what do you want to break the food with,-1.0,,16.0,116,4212
4213,kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers you are carrying a glass bottle a sword,you are carrying a glass bottle a sword,pick bottle,you can't pick that,-1.0,,15.0,117,4213
4214,kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers you are carrying a glass bottle a sword,you are carrying a glass bottle a sword,read bottle with food,you can't see any food here,-1.0,,14.0,118,4214
4215,kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers you are carrying a glass bottle a sword,you are carrying a glass bottle a sword,pick table with sword,you can't pick that,-1.0,,13.0,119,4215
4216,kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers you are carrying a glass bottle a sword,you are carrying a glass bottle a sword,enter bottle,that would involve quite a contortion,-1.0,,12.0,120,4216
