,Surroundings,Inventory,Action,Response,Reward,Reward_Type,Score,Moves,Total_Moves
5075,kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,fill staircase with bottle,you can't do that,-1.0,,337.5,19,5075
5076,kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,go east,behind house,19.5, new area score ---behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle the glass bottle contains a quantity of water - moved around - ,357.0,20,5076
5077,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,pick bottle with path,you can't pick that,-1.0,,356.0,21,5077
5078,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,make bottle,you can't do that,-1.0,,355.0,22,5078
5079,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,eat window,i don't think that the kitchen window would agree with you,-1.0,,354.0,23,5079
5080,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,carry bottle from water,you already have that,-1.0,,353.0,24,5080
5081,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,inflate window with bottle,how can you inflate that,-1.0,,352.0,25,5081
5082,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,give window to path,you don't have the kitchen window,-1.0,,351.0,26,5082
5083,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,read path,how does one read a way,-1.0,,350.0,27,5083
5084,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,spray path on quantity,nice try,-1.0,,349.0,28,5084
5085,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,feel water,fiddling with the quantity of water doesn't seem to work,-1.0,,348.0,29,5085
5086,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle the glass bottle contains a quantity of water,you are carrying a glass bottle the glass bottle contains a quantity of water,leave water,the water spills to the floor and evaporates immediately,19.5, new area score ---behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle - moved around - ,367.5,30,5086
5087,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle,you are carrying a glass bottle,fill window with glass,there's no room,-1.0,,366.5,31,5087
5088,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle,you are carrying a glass bottle,go northwest,north of house,19.5, new area score ---north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a glass bottle - moved around - ,386.0,32,5088
5089,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a glass bottle,you are carrying a glass bottle,go southeast,behind house,-0.5, - moved around - ,385.5,33,5089
5090,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle,you are carrying a glass bottle,fill window,there is nothing to fill it with,-1.0,,384.5,34,5090
5091,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle,you are carrying a glass bottle,ask bottle,you can't talk to the glass bottle,-1.0,,383.5,35,5091
5092,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are carrying a glass bottle,you are carrying a glass bottle,go southwest,south of house you are facing the south side of a white house there is no door here and all the windows are boarded,19.5, new area score ---south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a glass bottle - moved around - ,403.0,36,5092
5093,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a glass bottle,you are carrying a glass bottle,ask bottle,you can't talk to the glass bottle,-1.0,,402.0,37,5093
5094,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a glass bottle,you are carrying a glass bottle,make door,you can't see any door here,-1.0,,401.0,38,5094
5095,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a glass bottle,you are carrying a glass bottle,spray windows with bottle,how singularly useless,-1.0,,400.0,39,5095
5096,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a glass bottle,you are carrying a glass bottle,go south,forest,19.5, new area score ---forest this is a dimly lit forest with large trees all around you are carrying a glass bottle - moved around - ,419.5,40,5096
5097,forest this is a dimly lit forest with large trees all around you are carrying a glass bottle,you are carrying a glass bottle,banish trees,what a bizarre concept ,-1.0,,418.5,41,5097
5098,forest this is a dimly lit forest with large trees all around you are carrying a glass bottle,you are carrying a glass bottle,go west,forest,19.5, new area score ---forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a glass bottle - moved around - ,438.0,42,5098
5099,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a glass bottle,you are carrying a glass bottle,leave bottle,dropped,69.5, inventory score (you are carrying a glass bottle --- you are empty-handed) new area score ---forest this is a forest with trees in all directions to the east there appears to be sunlight there is a glass bottle here you are empty-handed - moved around - ,507.5,43,5099
5100,forest this is a forest with trees in all directions to the east there appears to be sunlight there is a glass bottle here you are empty-handed,you are empty-handed,go southeast,you can't go that way,-1.0,,506.5,44,5100
5101,forest this is a forest with trees in all directions to the east there appears to be sunlight there is a glass bottle here you are empty-handed,you are empty-handed,go up,there is no tree here suitable for climbing ,-1.0,,505.5,45,5101
5102,forest this is a forest with trees in all directions to the east there appears to be sunlight there is a glass bottle here you are empty-handed,you are empty-handed,banish trees,what a bizarre concept,-1.0,,504.5,46,5102
5103,forest this is a forest with trees in all directions to the east there appears to be sunlight there is a glass bottle here you are empty-handed,you are empty-handed,go east,forest path,-0.5, - moved around - ,504.0,47,5103
5104,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go east,forest,-0.5, - moved around - ,503.5,48,5104
5105,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest path ,-0.5, - moved around - ,503.0,49,5105
5106,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go east,forest ,-0.5, - moved around - ,502.5,50,5106
5107,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,find trees,you cannot see the forest for the trees,-1.0,,501.5,51,5107
5108,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest path,-0.5, - moved around - ,501.0,52,5108
5109,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go east,forest,-0.5, - moved around - ,500.5,53,5109
5110,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,,19.5, new area score ---forest path forest path score 10 moves 161 forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed - moved around - ,520.0,54,5110
5111,forest path forest path score 10 moves 161 forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed ,go west,forest there is a glass bottle here,-0.5, - moved around - ,519.5,55,5111
5112,forest this is a forest with trees in all directions to the east there appears to be sunlight there is a glass bottle here you are empty-handed,you are empty-handed,go northeast,you can't go that way,-1.0,,518.5,56,5112
5113,forest this is a forest with trees in all directions to the east there appears to be sunlight there is a glass bottle here you are empty-handed,you are empty-handed,get bottle,taken,49.5, inventory score (you are empty-handed --- you are carrying a glass bottle) - moved around - ,568.0,57,5113
5114,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a glass bottle,you are carrying a glass bottle,leave bottle,dropped,49.5, inventory score (you are carrying a glass bottle --- you are empty-handed ) - moved around - ,617.5,58,5114
5115,forest this is a forest with trees in all directions to the east there appears to be sunlight there is a glass bottle here you are empty-handed,you are empty-handed ,go east,forest path,-0.5, - moved around - ,617.0,59,5115
5116,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile,19.5, new area score ---up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed - moved around - ,636.5,60,5116
5117,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,get nest,taken,69.5, inventory score (you are empty-handed --- you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg) new area score ---up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,706.0,61,5117
5118,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go down,forest path,19.5, new area score ---forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,725.5,62,5118
5119,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg ,go south,north of house,19.5, new area score ---north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,745.0,63,5119
5120,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go south,south of house you are facing the south side of a white house there is no door here and all the windows are boarded,19.5, new area score ---south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are empty-handed - moved around - ,19.5,0,5120
5121,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are empty-handed,you are empty-handed,go east,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar,19.5, new area score ---behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed - moved around - ,39.0,1,5121
5122,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed,you are empty-handed,pour path on window,you can't pour that,-1.0,,38.0,2,5122
5123,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed,you are empty-handed,go southwest,south of house,-0.5, - moved around - ,37.5,3,5123
5124,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are empty-handed,you are empty-handed,go east,behind house,-0.5, - moved around - ,37.0,4,5124
5125,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed,you are empty-handed,go northwest,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees,19.5, new area score ---north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed - moved around - ,56.5,5,5125
5126,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go southeast,behind house,-0.5, - moved around - ,56.0,6,5126
5127,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed,you are empty-handed,go east,clearing you are in a small clearing in a well marked forest path that extends to the east and west,19.5, new area score ---clearing you are in a small clearing in a well marked forest path that extends to the east and west you are empty-handed - moved around - ,75.5,7,5127
5128,clearing you are in a small clearing in a well marked forest path that extends to the east and west you are empty-handed,you are empty-handed,go south,forest this is a dimly lit forest with large trees all around,19.5, new area score ---forest this is a dimly lit forest with large trees all around you are empty-handed - moved around - ,95.0,8,5128
5129,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest this is a forest with trees in all directions to the east there appears to be sunlight,19.5, new area score ---forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed - moved around - ,114.5,9,5129
5130,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go north,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves,19.5, new area score ---clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed - moved around - ,134.0,10,5130
5131,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go south,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path,19.5, new area score ---forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed - moved around - ,153.5,11,5131
5132,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go south,north of house,-0.5, - moved around - ,153.0,12,5132
5133,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go southwest,west of house there is a small mailbox here,-0.5, - moved around - ,152.5,13,5133
5134,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go northeast,north of house,-0.5, - moved around - ,152.0,14,5134
5135,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go north,forest path,-0.5, - moved around - ,151.5,15,5135
5136,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile,19.5, new area score ---up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed - moved around - ,171.0,16,5136
5137,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed ,go down,forest path,-0.5, - moved around - ,170.5,17,5137
5138,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,170.0,18,5138
5139,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go south,forest path,-0.5, - moved around - ,169.5,19,5139
5140,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,give forest to tree,you don't have the forest,-1.0,,168.5,20,5140
5141,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,168.0,21,5141
5142,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,167.5,22,5142
5143,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go south,forest path,-0.5, - moved around - ,167.0,23,5143
5144,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go south,north of house,-0.5, - moved around - ,166.5,24,5144
5145,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go southwest,west of house there is a small mailbox here,-0.5, - moved around - ,166.0,25,5145
5146,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,165.5,26,5146
5147,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go east,forest path,-0.5, - moved around - ,165.0,27,5147
5148,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,pick branches with tree,you can't pick that,-1.0,,164.0,28,5148
5149,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed ,go east,forest this is a dimly lit forest with large trees all around,-0.5, - moved around - ,163.5,29,5149
5150,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed ,go west,forest path,-0.5, - moved around - ,163.0,30,5150
5151,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,162.5,31,5151
5152,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go east,forest,-0.5, - moved around - ,162.0,32,5152
5153,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest path,-0.5, - moved around - ,161.5,33,5153
5154,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,pick forest with branches,you can't pick that,-1.0,,160.5,34,5154
5155,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,carry branches from tree,the tree isn't in the tree,-1.0,,159.5,35,5155
5156,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,159.0,36,5156
5157,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go south,forest path,-0.5, - moved around - ,158.5,37,5157
5158,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile,-0.5, - moved around - ,158.0,38,5158
5159,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,spray egg on one,there seems to be a noun missing in that sentence,-1.0,,157.0,39,5159
5160,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,read nest with bird,taken how does one look through a songbird,69.5, inventory score (you are empty-handed --- you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg) new area score ---up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,226.5,40,5160
5161,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,break ground,what do you want to break the ground with,-1.0,,225.5,41,5161
5162,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,leave nest,the nest falls to the ground and the egg spills out of it seriously damaged,69.5, inventory score (you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg --- you are empty-handed) new area score ---up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach there is a bird's nest here you are empty-handed - moved around - ,295.0,42,5162
5163,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach there is a bird's nest here you are empty-handed,you are empty-handed,spray tree on ground,how singularly useless,-1.0,,294.0,43,5163
5164,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach there is a bird's nest here you are empty-handed,you are empty-handed,eat nest,taken i don't think that the bird's nest would agree with you ,69.5, inventory score (you are empty-handed --- you are carrying a bird's nest) new area score ---up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are carrying a bird's nest - moved around - ,363.5,44,5164
5165,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are carrying a bird's nest,you are carrying a bird's nest,leave nest,the bird's nest falls to the ground,69.5, inventory score (you are carrying a bird's nest --- you are empty-handed) new area score ---up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach on the ground below you can see a bird's nest and a broken jewel- encrusted egg you are empty-handed - moved around - ,433.0,45,5165
5166,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach on the ground below you can see a bird's nest and a broken jewel- encrusted egg you are empty-handed,you are empty-handed,go down,forest path there is a bird's nest here there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung,19.5, new area score ---forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path there is a bird's nest here there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are empty-handed - moved around - ,452.5,46,5166
5167,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path there is a bird's nest here there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are empty-handed,you are empty-handed ,get nest,taken,69.5, inventory score (you are empty-handed  --- you are carrying a bird's nest) new area score ---forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest - moved around - ,522.0,47,5167
5168,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,go up,up a tree,-0.5, - moved around - ,521.5,48,5168
5169,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are carrying a bird's nest,you are carrying a bird's nest,hide bird on branches,you don't have the songbird,-1.0,,520.5,49,5169
5170,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are carrying a bird's nest,you are carrying a bird's nest,go down,forest path there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung ,-0.5, - moved around - ,520.0,50,5170
5171,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,hide crystal on bird,you don't have that,-1.0,,519.0,51,5171
5172,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung you are carrying a bird's nest,you are carrying a bird's nest,go up,up a tree,-0.5, - moved around - ,518.5,52,5172
5173,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are carrying a bird's nest,you are carrying a bird's nest ,go down,forest path there is a somewhat ruined egg here there is a golden clockwork canary nestled in the egg it seems to have recently had a bad experience the mountings for its jewel-like eyes are empty and its silver beak is crumpled through a cracked crystal window below its left wing you can see the remains of intricate machinery it is not clear what result winding it would have as the mainspring seems sprung,-0.5, - moved around - ,518.0,53,5173
